"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	21	27309018	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	43	27309018	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	60	27309018	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	106	27511542	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	127	27511542	0.5	0.5
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	518	27511542	1.9	1.9
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	21	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	37	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	17	27511542	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	18	27511542	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	16	27511542	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	14	27511542	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	23	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	194	27511542	0.7	0.7
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	63	27511542	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	28	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cardiomyopathy"	"I42.6"	84	27511542	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic fatty liver"	"K70.0"	41	27511542	0.1	0.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatitis"	"K70.1"	85	27511542	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	1564	27511542	5.7	5.9
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	240	27511542	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic liver disease, unspecified"	"K70.9"	417	27511542	1.5	1.6
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Alcohol-induced chronic pancreatitis"	"K86.0"	38	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	28	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	318	27511542	1.2	1.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	829	27511542	3.0	3.0
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	894	27511542	3.2	3.3
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Accidental poisoning by and exposure to alcohol"	"X45"	44	27511542	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	20	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	100	27511542	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	61	27511542	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	316	27511542	1.1	1.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Assault by drugs, medicaments and biological substances"	"X85"	10	27511542	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	20	27511542	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	41	27511542	0.1	0.2
	"California"	"06"	"White"	"2106-3"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	80	27511542	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	85	27663667	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	155	27663667	0.6	0.6
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	528	27663667	1.9	2.0
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	19	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	27	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	11	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	11	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	26	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	16	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	17	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, dependence syndrome"	"F15.2"	10	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	18	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	23	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	225	27663667	0.8	0.8
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	48	27663667	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	27	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic cardiomyopathy"	"I42.6"	64	27663667	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic fatty liver"	"K70.0"	31	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic hepatitis"	"K70.1"	77	27663667	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic cirrhosis of liver"	"K70.3"	1535	27663667	5.5	5.7
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic hepatic failure"	"K70.4"	241	27663667	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcoholic liver disease, unspecified"	"K70.9"	399	27663667	1.4	1.5
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Alcohol-induced chronic pancreatitis"	"K86.0"	55	27663667	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	27	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	342	27663667	1.2	1.3
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	814	27663667	2.9	3.0
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	897	27663667	3.2	3.3
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Accidental poisoning by and exposure to alcohol"	"X45"	45	27663667	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	18	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	98	27663667	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	78	27663667	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	292	27663667	1.1	1.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	15	27663667	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	35	27663667	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2004"	"2004"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	86	27663667	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	106	27746395	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	211	27746395	0.8	0.8
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	543	27746395	2.0	2.0
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"	"F10.7"	23	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	44	27746395	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	16	27746395	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of opioids, dependence syndrome"	"F11.2"	14	27746395	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	47	27746395	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	16	27746395	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	21	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	13	27746395	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to use of tobacco, unspecified mental and behavioural disorder"	"F17.9"	21	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	247	27746395	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	41	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	28	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic cardiomyopathy"	"I42.6"	73	27746395	0.3	0.3
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic fatty liver"	"K70.0"	30	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatitis"	"K70.1"	101	27746395	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic cirrhosis of liver"	"K70.3"	1684	27746395	6.1	6.2
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic hepatic failure"	"K70.4"	207	27746395	0.7	0.7
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcoholic liver disease, unspecified"	"K70.9"	382	27746395	1.4	1.4
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Alcohol-induced chronic pancreatitis"	"K86.0"	43	27746395	0.2	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	35	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	388	27746395	1.4	1.4
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	774	27746395	2.8	2.8
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	906	27746395	3.3	3.3
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Accidental poisoning by and exposure to alcohol"	"X45"	43	27746395	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	14	27746395	Unreliable	Unreliable
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	105	27746395	0.4	0.4
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	68	27746395	0.2	0.2
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	257	27746395	0.9	0.9
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	31	27746395	0.1	0.1
	"California"	"06"	"White"	"2106-3"	"2005"	"2005"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	39	27746395	0.1	0.1
